run_id,run_time_seconds
1,18.922025680541992
2,18.416324138641357
3,18.365896701812744
4,18.397441864013672
5,18.274211645126343
6,18.31920289993286
7,18.36721110343933
8,18.394323348999023
9,18.684046030044556
10,18.2123601436615
11,18.38436460494995
12,18.247212886810303
13,18.029428958892822
14,18.10677409172058
15,18.15618920326233
16,18.61841869354248
17,18.466628074645996
18,18.384512186050415
19,18.31548023223877
20,17.959486961364746
21,18.262274980545044
22,18.570114374160767
23,18.18032741546631
24,18.50063920021057
25,18.03936266899109
26,17.803266763687134
27,18.01868748664856
28,17.97001051902771
29,18.402794361114502
30,17.97667407989502
31,18.268340587615967
32,18.689528942108154
33,18.67060875892639
34,18.536185026168823
35,18.560505867004395
36,17.889551401138306
37,18.297017335891724
38,18.511297702789307
39,18.69968581199646
40,18.769649028778076
41,18.47648787498474
42,18.82634663581848
43,18.45964479446411
44,18.85597038269043
45,18.641639709472656
46,18.707195281982422
47,18.779340505599976
48,18.926584720611572
49,18.63318109512329
50,18.613059759140015
51,18.479686498641968
52,18.52119493484497
53,18.40758204460144
54,18.49150037765503
55,18.478972673416138
56,18.419872999191284
57,18.479132890701294
58,18.34986972808838
59,18.133084535598755
60,18.320334911346436
61,18.617290258407593
62,18.48875093460083
63,18.673940658569336
64,18.290116786956787
65,18.506664991378784
66,18.2961003780365
67,18.48735761642456
68,18.42879056930542
69,18.54542064666748
70,18.457398653030396
71,18.731934070587158
72,18.702508449554443
73,18.45392394065857
74,18.049485683441162
75,18.547842979431152
76,18.56368327140808
77,18.689600229263306
78,18.336998462677002
79,18.1809561252594
80,18.552307605743408
81,18.620308876037598
82,18.35232639312744
83,18.50047779083252
84,18.504152059555054
85,18.53511953353882
86,18.554961442947388
87,18.524208307266235
88,18.650317668914795
89,18.51503014564514
90,18.300800323486328
91,18.551936149597168
92,18.668193578720093
93,18.527111768722534
94,18.529121160507202
95,18.52218747138977
96,18.536770582199097
97,18.561856985092163
98,18.456957817077637
99,18.317861795425415
100,18.370748281478882
